tabulador,url
"B. Indicadores socioeconômicos - B.2.1 Escolaridade da população de 15 anos ou mais - Fonte: IBGE/Pesquisa Nacional por Amostra de Domicílios - PNAD 1992-1993, 1995-1999",http://tabnet.datasus.gov.br/cgi/dh.exe?idb2012/b0201b.def
"B. Indicadores socioeconômicos - B.2.2 Escolaridade da população de 18 a 24 anos - Fonte: IBGE/Pesquisa Nacional por Amostra de Domicílios - PNAD 2001-2009, 2011-2012",http://tabnet.datasus.gov.br/cgi/dh.exe?idb2012/b0202c.def
"B. Indicadores socioeconômicos - B.2.2 Escolaridade da população de 18 a 24 anos - Fonte: IBGE/Pesquisa Nacional por Amostra de Domicílios - PNAD 1992-1993, 1995-1999",http://tabnet.datasus.gov.br/cgi/dh.exe?idb2012/b0202b.def
B. Indicadores socioeconômicos - Produto Interno Bruto (PIB) <i>per capita</i> - B.3,http://tabnet.datasus.gov.br/cgi/deftohtm.exe?idb2012/b03.def
"B. Indicadores socioeconômicos - B.8 Renda média domiciliar per capita - 
Fonte: IBGE/Censos Demográficos 2000 e 2010",http://tabnet.datasus.gov.br/cgi/deftohtm.exe?idb2012/b08a.def
"B. Indicadores socioeconômicos - B.8 Renda média domiciliar per capita - Fonte: IBGE/Pesquisa Nacional por Amostra de Domicílios - PNAD 2001-2009, 2011-2012",http://tabnet.datasus.gov.br/cgi/dh.exe?idb2012/b08c.def
"B. Indicadores socioeconômicos - B.8 Renda média domiciliar per capita - Fonte: IBGE/Pesquisa Nacional por Amostra de Domicílios - PNAD 1992-1993, 1995-1999",http://tabnet.datasus.gov.br/cgi/dh.exe?idb2012/b08b.def
B. Indicadores socioeconômicos - B.5.1 Proporção de pessoas com baixa renda - Fonte: IBGE/Censos Demográficos 2000 e 2010,http://tabnet.datasus.gov.br/cgi/deftohtm.exe?idb2012/b0501a.def
"B. Indicadores socioeconômicos - B.5.1 Proporção de pessoas com baixa renda - Fonte: IBGE/Pesquisa Nacional por Amostra de Domicílios - PNAD 2001-2009, 2011-2012",http://tabnet.datasus.gov.br/cgi/dh.exe?idb2012/b0501c.def
"B. Indicadores socioeconômicos - B.5.1 Proporção de pessoas com baixa renda - Fonte: IBGE/Pesquisa Nacional por Amostra de Domicílios - PNAD 1992-1993, 1995-1999",http://tabnet.datasus.gov.br/cgi/dh.exe?idb2012/b0501b.def
B. Indicadores socioeconômicos -  5.2 Proporção de crianças em situação domiciliar de baixa renda - Fonte: IBGE/Censos Demográficos 2000 e 2010,http://tabnet.datasus.gov.br/cgi/deftohtm.exe?idb2012/b0502a.def
B. Indicadores socioeconômicos -  5.2 Proporção de crianças em situação domiciliar de baixa renda - Fonte: IBGE/Censos Demográficos 2000 e 2010,http://tabnet.datasus.gov.br/cgi/dh.exe?idb2012/b0502c.def
"B. Indicadores socioeconômicos - B.5.2 Proporção de crianças em situação domiciliar de baixa renda - Fonte: IBGE/Pesquisa Nacional por Amostra de Domicílios - PNAD 1992-1993, 1995-1999",http://tabnet.datasus.gov.br/cgi/dh.exe?idb2012/b0502b.def
"B. Indicadores socioeconômicos - B.7 Taxa de trabalho infantil - Fonte: IBGE/Censos Demográficos 1991, 2000 e 2010",http://tabnet.datasus.gov.br/cgi/deftohtm.exe?idb2012/b07a.def
"B. Indicadores socioeconômicos - B.7 Taxa de trabalho infantil - 
Fonte: IBGE/Pesquisa Nacional por Amostra de Domicílios - PNAD 2001-2009, 2011-2012",http://tabnet.datasus.gov.br/cgi/dh.exe?idb2012/b07c.def
"B. Indicadores socioeconômicos - B.7 Taxa de trabalho infantil - Fonte: IBGE/Pesquisa Nacional por Amostra de Domicílios - PNAD 1992-1993, 1995-1999",http://tabnet.datasus.gov.br/cgi/dh.exe?idb2012/b07b.def
"B. Indicadores socioeconômicos - B.10 Proporção de idosos residentes em domicílios na condição de outro parente - Fonte: IBGE/Censos Demográficos 1991, 2000 e 2010",http://tabnet.datasus.gov.br/cgi/deftohtm.exe?idb2012/b10a.def
"B. Indicadores socioeconômicos - B.10 Proporção de idosos residentes em domicílios na condição de outro parente - Fonte: IBGE/Pesquisa Nacional por Amostra de Domicílios - PNAD 2001-2009, 2011-2012",http://tabnet.datasus.gov.br/cgi/dh.exe?idb2012/b10c.def
"B. Indicadores socioeconômicos - B.10 Proporção de idosos residentes em domicílios na condição de outro parente - Fonte: IBGE/Pesquisa Nacional por Amostra de Domicílios - PNAD 1992-1993, 1995-1999",http://tabnet.datasus.gov.br/cgi/dh.exe?idb2012/b10b.def
C. Indicadores de mortalidade - Mortalidade materna segundo tipo de causa - C.18,http://tabnet.datasus.gov.br/cgi/deftohtm.exe?idb2012/c18.def
C. Indicadores de mortalidade - Mortalidade proporcional por grupos de causas - C.4,http://tabnet.datasus.gov.br/cgi/deftohtm.exe?idb2012/c04.def
C. Indicadores de mortalidade - Proporção de óbitos por causas mal definidas - C.5,http://tabnet.datasus.gov.br/cgi/deftohtm.exe?idb2012/c05.def
C. Indicadores de mortalidade - Proporção de óbitos por doença diarreica aguda em menores de 5 anos de idade - C.6,http://tabnet.datasus.gov.br/cgi/deftohtm.exe?idb2012/c06.def
C. Indicadores de mortalidade - Proporção de óbitos por infecção respiratória aguda em menores de 5 anos de idade - C.7,http://tabnet.datasus.gov.br/cgi/deftohtm.exe?idb2012/c07.def
C. Indicadores de mortalidade - Taxa de mortalidade específica por doenças do aparelho circulatório - C.8,http://tabnet.datasus.gov.br/cgi/deftohtm.exe?idb2012/c08.def
C. Indicadores de mortalidade - Taxa de mortalidade específica por causas externas - C.9,http://tabnet.datasus.gov.br/cgi/deftohtm.exe?idb2012/c09.def
C. Indicadores de mortalidade - Taxa de mortalidade específica por neoplasias malignas - C.10,http://tabnet.datasus.gov.br/cgi/deftohtm.exe?idb2012/c10.def
C. Indicadores de mortalidade - Taxa de mortalidade específica por acidentes de trabalho em Segurados da Previdência Social - C.11,http://tabnet.datasus.gov.br/cgi/deftohtm.exe?idb2012/c11.def
C. Indicadores de mortalidade - Taxa de mortalidade específica por diabete melito - C.12,http://tabnet.datasus.gov.br/cgi/deftohtm.exe?idb2012/c12.def
C. Indicadores de mortalidade - Taxa de mortalidade específica por aids - C.14,http://tabnet.datasus.gov.br/cgi/deftohtm.exe?idb2012/c14.def
C. Indicadores de mortalidade - Taxa de mortalidade específica por doenças transmissíveis - C.17,http://tabnet.datasus.gov.br/cgi/deftohtm.exe?idb2012/c17.def
D. Indicadores de morbidade - Sarampo - D.1.1,http://tabnet.datasus.gov.br/cgi/deftohtm.exe?idb2012/d0101.def
D. Indicadores de morbidade - Difteria - D.1.2,http://tabnet.datasus.gov.br/cgi/deftohtm.exe?idb2012/d0102.def
D. Indicadores de morbidade - Coqueluche - D.1.3,http://tabnet.datasus.gov.br/cgi/deftohtm.exe?idb2012/d0103.def
D. Indicadores de morbidade - Tétano neonatal - D.1.4,http://tabnet.datasus.gov.br/cgi/deftohtm.exe?idb2012/d0104.def
D. Indicadores de morbidade - Tétano (exceto o neonatal) - D.1.5,http://tabnet.datasus.gov.br/cgi/deftohtm.exe?idb2012/d0105.def
D. Indicadores de morbidade - Febre amarela - D.1.6,http://tabnet.datasus.gov.br/cgi/deftohtm.exe?idb2012/d0106.def
D. Indicadores de morbidade - Raiva humana - D.1.7,http://tabnet.datasus.gov.br/cgi/deftohtm.exe?idb2012/d0107.def
D. Indicadores de morbidade - Hepatite B - D.1.8,http://tabnet.datasus.gov.br/cgi/deftohtm.exe?idb2012/d0108.def
D. Indicadores de morbidade - Hepatite C - D.1.14,http://tabnet.datasus.gov.br/cgi/deftohtm.exe?idb2012/d0114.def
D. Indicadores de morbidade - Cólera - D.1.9,http://tabnet.datasus.gov.br/cgi/deftohtm.exe?idb2012/d0109.def
D. Indicadores de morbidade - Febre hemorrágica da dengue - D.1.10,http://tabnet.datasus.gov.br/cgi/deftohtm.exe?idb2012/d0110.def
D. Indicadores de morbidade - Sífilis congênita - D.1.11,http://tabnet.datasus.gov.br/cgi/deftohtm.exe?idb2012/d0111.def
D. Indicadores de morbidade - Rubéola - D.1.12,http://tabnet.datasus.gov.br/cgi/deftohtm.exe?idb2012/d0112.def
D. Indicadores de morbidade - Síndrome da rubéola congênita - D.1.13,http://tabnet.datasus.gov.br/cgi/deftohtm.exe?idb2012/d0113.def
D. Indicadores de morbidade - Doença meningocócica - D.1.15,http://tabnet.datasus.gov.br/cgi/deftohtm.exe?idb2012/d0115.def
D. Indicadores de morbidade - Meningite - D.1.16,http://tabnet.datasus.gov.br/cgi/deftohtm.exe?idb2012/d0116.def
D. Indicadores de morbidade - Leptospirose - D.1.17,http://tabnet.datasus.gov.br/cgi/deftohtm.exe?idb2012/d0117.def
D. Indicadores de morbidade - Tuberculose - D.2.2,http://tabnet.datasus.gov.br/cgi/deftohtm.exe?idb2012/d0202.def
D. Indicadores de morbidade - Dengue - D.2.3,http://tabnet.datasus.gov.br/cgi/deftohtm.exe?idb2012/d0203.def
D. Indicadores de morbidade - Leishmaniose tegumentar americana - D.2.4,http://tabnet.datasus.gov.br/cgi/deftohtm.exe?idb2012/d0204.def
D. Indicadores de morbidade - Leishmaniose visceral - D.2.5,http://tabnet.datasus.gov.br/cgi/deftohtm.exe?idb2012/d0205.def
D. Indicadores de morbidade - Hanseníase - D.2.6,http://tabnet.datasus.gov.br/cgi/deftohtm.exe?idb2012/d0206.def
D. Indicadores de morbidade - Índice parasitário anual (IPA) de malária - D.4,http://tabnet.datasus.gov.br/cgi/deftohtm.exe?idb2012/d04.def
D. Indicadores de morbidade - Taxa de incidência de acidentes e doenças do trabalho em segurados da Previdência Social - D.6,http://tabnet.datasus.gov.br/cgi/deftohtm.exe?idb2012/d06.def
D. Indicadores de morbidade - Proporção de casos de aids por categoria de exposição - D.31,http://tabnet.datasus.gov.br/cgi/deftohtm.exe?idb2012/d31.def
D. Indicadores de morbidade - Proporção de internações hospitalares (SUS) por grupos de causas - D.13,http://tabnet.datasus.gov.br/cgi/deftohtm.exe?idb2012/d13.def
D. Indicadores de morbidade - Proporção de internações hospitalares (SUS) por causas externas - D.14,http://tabnet.datasus.gov.br/cgi/deftohtm.exe?idb2012/d14.def
D. Indicadores de morbidade - Taxa de internação hospitalar (SUS) por causas selecionadas - D.29,http://tabnet.datasus.gov.br/cgi/deftohtm.exe?idb2012/d29.def
D. Indicadores de morbidade - Taxa de internação hospitalar (SUS) por causas externas - D.30,http://tabnet.datasus.gov.br/cgi/deftohtm.exe?idb2012/d30.def
D. Indicadores de morbidade - Proporção de internações hospitalares (SUS) por afecções,http://tabnet.datasus.gov.br/cgi/deftohtm.exe?idb2012/d23.def
D. Indicadores de morbidade - Prevalência de pacientes em diálise (SUS) - D.22,http://tabnet.datasus.gov.br/cgi/deftohtm.exe?idb2012/d22.def
G. Indicadores de fatores de risco e de proteção - G. Indicadores de fatores de risco e de proteção - Prevalência de diabete melito - G.1,http://tabnet.datasus.gov.br/cgi/dh.exe?idb2012/g01.def
G. Indicadores de fatores de risco e de proteção - Prevalência de hipertensão arterial - G.2,http://tabnet.datasus.gov.br/cgi/dh.exe?idb2012/g02.def
G. Indicadores de fatores de risco e de proteção - Prevalência de indivíduos que praticam o nível recomendado de atividade física no tempo livre - G.3,http://tabnet.datasus.gov.br/cgi/dh.exe?idb2012/g03.def
G. Indicadores de fatores de risco e de proteção - Prevalência de fumantes atuais - G.4,http://tabnet.datasus.gov.br/cgi/dh.exe?idb2012/g04.def
G. Indicadores de fatores de risco e de proteção - Prevalência de ex-fumantes - G.19,http://tabnet.datasus.gov.br/cgi/dh.exe?idb2012/g19.def
G. Indicadores de fatores de risco e de proteção - Prevalência de consumo abusivo de bebidas alcoólicas - G.5,http://tabnet.datasus.gov.br/cgi/dh.exe?idb2012/g05.def
G. Indicadores de fatores de risco e de proteção - Prevalência de indivíduos dirigindo veículos motorizados após consumir bebida alcoólica - G.6,http://tabnet.datasus.gov.br/cgi/dh.exe?idb2012/g06.def
G. Indicadores de fatores de risco e de proteção - Proporção de nascidos vivos de mães adolescentes - G.15,http://tabnet.datasus.gov.br/cgi/deftohtm.exe?idb2012/g15.def
G. Indicadores de fatores de risco e de proteção - Proporção de nascidos vivos de baixo peso ao nascer - G.16,http://tabnet.datasus.gov.br/cgi/deftohtm.exe?idb2012/g16.def
E. Indicadores de recursos - Número de profissionais de saúde por habitante - E.1,http://tabnet.datasus.gov.br/cgi/deftohtm.exe?idb2012/e01.def
E. Indicadores de recursos - Número de concluintes de cursos de graduação em saúde - E.15,http://tabnet.datasus.gov.br/cgi/deftohtm.exe?idb2012/e15.def
E. Indicadores de recursos - Distribuição de postos de trabalho de nível superior em estabelecimentos de saúde - E.16,http://tabnet.datasus.gov.br/cgi/deftohtm.exe?idb2012/e16.def
E. Indicadores de recursos - Número de postos de trabalho de enfermagem por leito hospitalar - E.17,http://tabnet.datasus.gov.br/cgi/deftohtm.exe?idb2012/e17.def
E. Indicadores de recursos - Número de leitos hospitalares por habitante - AMS/IBGE - E.2,http://tabnet.datasus.gov.br/cgi/deftohtm.exe?idb2012/e02.def
E. Indicadores de recursos - Distribuição de leitos hospitalares segundo esfera administrativa e tipo de prestador -,http://tabnet.datasus.gov.br/cgi/dh.exe?idb2012/e22.def
E. Indicadores de recursosNúmero de equipamentos de imagem por habitante - E.18,http://tabnet.datasus.gov.br/cgi/deftohtm.exe?idb2012/e18.def
E. Indicadores de recursos - Gasto com ações e serviços públicos de saúde como proporção do PIB - E.6.1,http://tabnet.datasus.gov.br/cgi/deftohtm.exe?idb2012/e0601.def
E. Indicadores de recursos - Gasto com ações e serviços públicos de saúde <i>per capita</i> - E.6.2,http://tabnet.datasus.gov.br/cgi/deftohtm.exe?idb2012/e0602.def
E. Indicadores de recursos - Valor médio pago por internação hospitalar no SUS (AIH) - E.11,http://tabnet.datasus.gov.br/cgi/deftohtm.exe?idb2012/e11.def
F. Indicadores de cobertura - Número de consultas médicas (SUS) por habitante - F.1,http://tabnet.datasus.gov.br/cgi/deftohtm.exe?idb2012/f01.def
F. Indicadores de cobertura - Proporção da população que refere ter consultado médico nos últimos 12 meses - F.20,http://tabnet.datasus.gov.br/cgi/dh.exe?idb2012/f20.def
F. Indicadores de cobertura - Distribuição da população segundo tempo de realização da última consulta odontológica - F.21,http://tabnet.datasus.gov.br/cgi/dh.exe?idb2012/f21.def
F. Indicadores de cobertura - Proporção da população que refere ter realizado a última consulta odontológica há menos de 1 ano - F.21.1,http://tabnet.datasus.gov.br/cgi/dh.exe?idb2012/f2101.def
F. Indicadores de cobertura - Proporção da população que refere nunca ter realizado consulta odontológica  - F.21.2,http://tabnet.datasus.gov.br/cgi/dh.exe?idb2012/f2102.def
F. Indicadores de cobertura - Número de procedimentos diagnósticos por consulta médica (SUS) - F.2,http://tabnet.datasus.gov.br/cgi/deftohtm.exe?idb2012/f02.def
F. Indicadores de cobertura - Distribuição da população feminina segundo tempo de realização do último exame preventivo para câncer do colo do útero - F.22,http://tabnet.datasus.gov.br/cgi/dh.exe?idb2012/f22.def
F. Indicadores de cobertura - Proporção da população feminina de 25 a 64 anos que refere ter realizado o último exame preventivo do câncer do colo do útero nos últimos 3 anos - F.22.1,http://tabnet.datasus.gov.br/cgi/dh.exe?idb2012/f2201.def
F. Indicadores de cobertura - Proporção da população feminina de 25 a 64 anos que refere nunca ter realizado exame preventivo do câncer do colo do útero  - F.22.2,http://tabnet.datasus.gov.br/cgi/dh.exe?idb2012/f2202.def
F. Indicadores de cobertura - Distribuição da população feminina segundo tempo de realização da última mamografia - F.23,http://tabnet.datasus.gov.br/cgi/dh.exe?idb2012/f23.def
F. Indicadores de cobertura - Proporção da população feminina de 50 a 69 anos que refere ter realizado a última mamografia nos últimos,http://tabnet.datasus.gov.br/cgi/dh.exe?idb2012/f2301.def
F. Indicadores de cobertura - Proporção da população feminina de 50 a 69 anos que refere nunca ter realizado mamografia  - F.23.2,http://tabnet.datasus.gov.br/cgi/dh.exe?idb2012/f2302.def
F. Indicadores de cobertura - Número de internações hospitalares (SUS) por habitante - F.3,http://tabnet.datasus.gov.br/cgi/deftohtm.exe?idb2012/f03.def
F. Indicadores de cobertura - Proporção da população que refere internação hospitalar nos últimos 12 meses - F.24,http://tabnet.datasus.gov.br/cgi/dh.exe?idb2012/f24.def
F. Indicadores de cobertura - Proporção de internações hospitalares (SUS) por especialidade - F.5,http://tabnet.datasus.gov.br/cgi/deftohtm.exe?idb2012/f05.def
F. Indicadores de cobertura - Cobertura de consultas de pré-natal - F.6,http://tabnet.datasus.gov.br/cgi/deftohtm.exe?idb2012/f06.def
F. Indicadores de cobertura - Proporção de partos hospitalares - F.7,http://tabnet.datasus.gov.br/cgi/deftohtm.exe?idb2012/f07.def
F. Indicadores de cobertura - Proporção de partos cesáreos - F.8,http://tabnet.datasus.gov.br/cgi/deftohtm.exe?idb2012/f08.def
F. Indicadores de cobertura - Proporção de crianças vacinadas na faixa etária recomendada - F.13,http://tabnet.datasus.gov.br/cgi/deftohtm.exe?idb2012/f13.def
F. Indicadores de cobertura - Proporção da população coberta por planos de saúde - IBGE - F.15,http://tabnet.datasus.gov.br/cgi/dh.exe?idb2012/f15.def
F. Indicadores de cobertura - Proporção da população coberta por planos privados de saúde - ANS - F.16,http://tabnet.datasus.gov.br/cgi/deftohtm.exe?idb2012/f16.def
"Epidemiologia e Morbidade - Morbidade Hospitalar do SUS (SIH/SUS) - Geral, por local de residência - a partir de 2008",http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sih/cnv/nruf.def
"Epidemiologia e Morbidade - Morbidade Hospitalar do SUS (SIH/SUS) - Causas Externas, por local de internação - a partir de 2008",http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sih/cnv/fiuf.def
"Epidemiologia e Morbidade - Morbidade Hospitalar do SUS (SIH/SUS) - Causas Externas, por local de residência - a partir de 2008",http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sih/cnv/frbr.def
"Epidemiologia e Morbidade - Morbidade Hospitalar do SUS (SIH/SUS) - Geral, por local de internação - de 1984 a 2007",http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sih/cnv/miuf.def
"Epidemiologia e Morbidade - Morbidade Hospitalar do SUS (SIH/SUS) - Geral, por local de residência - de 1995 a 2007",http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sih/cnv/mruf.def
"Epidemiologia e Morbidade - Morbidade Hospitalar do SUS (SIH/SUS) - Causas Externas, por local de internação - de 1998 a 2007",http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sih/cnv/eiuf.def
"Epidemiologia e Morbidade - Morbidade Hospitalar do SUS (SIH/SUS) - Causas Externas, por local de residência - de 1998 a 2007",http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sih/cnv/eruf.def
Epidemiologia e Morbidade - Casos de Aids – Desde 1980 (SINAN),http://www2.aids.gov.br/cgi/deftohtm.exe?tabnet/br.def
Epidemiologia e Morbidade - Casos de Hanseníase – Desde 2001 (SINAN),http://tabnet.datasus.gov.br/cgi/tabcgi.exe?sinannet/cnv/hanswbr.def
Epidemiologia e Morbidade - Casos de Tuberculose – Desde 2001 (SINAN),http://tabnet.datasus.gov.br/cgi/tabcgi.exe?sinannet/cnv/tubercbr.def
Epidemiologia e Morbidade - Doenças e Agravos de Notificação – 2001 a 2006(SINAN) - Acidente por Animais Peçonhentos - 2001 a 2006,http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinanwin/cnv/animaisbr.def
Epidemiologia e Morbidade - Doenças e Agravos de Notificação – 2001 a 2006(SINAN) - Botulismo - 2001 a 2006,http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinanwin/cnv/botubr.def
Epidemiologia e Morbidade - Doenças e Agravos de Notificação – 2001 a 2006(SINAN) - Cólera - 2001 a 2006,http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinanwin/cnv/colerabr.def
Epidemiologia e Morbidade - Doenças e Agravos de Notificação – 2001 a 2006(SINAN) - Coqueluche - 2001 a 2006,http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinanwin/cnv/coquebr.def
Epidemiologia e Morbidade - Doenças e Agravos de Notificação – 2001 a 2006(SINAN) - Dengue - 2001 a 2006,http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinanwin/cnv/denguebr.def
Epidemiologia e Morbidade - Doenças e Agravos de Notificação – 2001 a 2006(SINAN) - Difteria - 2001 a 2006,http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinanwin/cnv/difteribr.def
Epidemiologia e Morbidade - Doenças e Agravos de Notificação – 2001 a 2006(SINAN) - Doença de Chagas Aguda - 2001 a 2006,http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinanwin/cnv/chagasbr.def
Epidemiologia e Morbidade - Doenças e Agravos de Notificação – 2001 a 2006(SINAN) - Doenças Exantemáticas - 2001 a 2006,http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinanwin/cnv/exantbr.def
Epidemiologia e Morbidade - Doenças e Agravos de Notificação – 2001 a 2006(SINAN) - Esquistossomose - 2001 a 2006,http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinanwin/cnv/esquistobr.def
Epidemiologia e Morbidade - Doenças e Agravos de Notificação – 2001 a 2006(SINAN) - Febre Amarela - 2001 a 2006,http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinanwin/cnv/febreamarelabr.def
Epidemiologia e Morbidade - Doenças e Agravos de Notificação – 2001 a 2006(SINAN) - Febre Maculosa - 2001 a 2006,http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinanwin/cnv/febremaculosabr.def
Epidemiologia e Morbidade - Doenças e Agravos de Notificação – 2001 a 2006(SINAN) - Febre Tifóide - 2001 a 2006,http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinanwin/cnv/febretifoidebr.def
Epidemiologia e Morbidade - Doenças e Agravos de Notificação – 2001 a 2006(SINAN) - Hantavirose - 2001 a 2006,http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinanwin/cnv/hantabr.def
Epidemiologia e Morbidade - Doenças e Agravos de Notificação – 2001 a 2006(SINAN) - Hepatite - 2001 a 2006,http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinanwin/cnv/hepabr.def
Epidemiologia e Morbidade - Doenças e Agravos de Notificação – 2001 a 2006(SINAN) - Intoxicação por Agrotóxico - 2001 a 2006,http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinanwin/cnv/agrobr.def
Epidemiologia e Morbidade - Doenças e Agravos de Notificação – 2001 a 2006(SINAN) - Leishmaniose Visceral - 2001 a 2006,http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinanwin/cnv/leishvbr.def
Epidemiologia e Morbidade - Doenças e Agravos de Notificação – 2001 a 2006(SINAN) - Leishmaniose Tegumentar Americana - 2001 a 2006,http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinanwin/cnv/ltabr.def
Epidemiologia e Morbidade - Doenças e Agravos de Notificação – 2001 a 2006(SINAN) - Leptospirose - 2001 a 2006,http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinanwin/cnv/leptobr.def
Epidemiologia e Morbidade - Doenças e Agravos de Notificação – 2001 a 2006(SINAN) - Malária - 2001 a 2006,http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinanwin/cnv/malabr.def
Epidemiologia e Morbidade - Doenças e Agravos de Notificação – 2001 a 2006(SINAN) - Meningite - 2001 a 2006,http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinanwin/cnv/meninbr.def
Epidemiologia e Morbidade - Doenças e Agravos de Notificação – 2001 a 2006(SINAN) - Peste - 2001 a 2006,http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinanwin/cnv/pestebr.def
Epidemiologia e Morbidade - Doenças e Agravos de Notificação – 2001 a 2006(SINAN) - Paralisia Flácida Aguda - 2001 a 2006,http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinanwin/cnv/pfabr.def
Epidemiologia e Morbidade - Doenças e Agravos de Notificação – 2001 a 2006(SINAN) - Raiva - 2001 a 2006,http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinanwin/cnv/raivabr.def
Epidemiologia e Morbidade - Doenças e Agravos de Notificação – 2001 a 2006(SINAN) - Sífilis em Gestante - 2001 a 2006,http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinanwin/cnv/sifilisgestantebr.def
Epidemiologia e Morbidade - Doenças e Agravos de Notificação – 2001 a 2006(SINAN) - Sífilis Congênita - 2001 a 2006,http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinanwin/cnv/sifilisbr.def
Epidemiologia e Morbidade - Doenças e Agravos de Notificação – 2001 a 2006(SINAN) - Síndrome da Rubéola Congênita - 2001 a 2006,http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinanwin/cnv/srubeolacbr.def
Epidemiologia e Morbidade - Doenças e Agravos de Notificação – 2001 a 2006(SINAN) - Tétano Acidental - 2001 a 2006,http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinanwin/cnv/tetacidbr.def
Epidemiologia e Morbidade - Doenças e Agravos de Notificação – 2001 a 2006(SINAN) - Tétano Neonatal - 2001 a 2006,http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinanwin/cnv/tetneobr.def
Epidemiologia e Morbidade - Doenças e Agravos de Notificação – 2007 em diante (SINAN) - http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/animaisbr.def,http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/animaisbr.def
Epidemiologia e Morbidade - Doenças e Agravos de Notificação – 2007 em diante (SINAN) - http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/botubr.def,http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/botubr.def
Epidemiologia e Morbidade - Doenças e Agravos de Notificação – 2007 em diante (SINAN) - http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/colerabr.def,http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/colerabr.def
Epidemiologia e Morbidade - Doenças e Agravos de Notificação – 2007 em diante (SINAN) - http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/coquebr.def,http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/coquebr.def
Epidemiologia e Morbidade - Doenças e Agravos de Notificação – 2007 em diante (SINAN) - http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/denguebr.def,http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/denguebr.def
Epidemiologia e Morbidade - Doenças e Agravos de Notificação – 2007 em diante (SINAN) - http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/denguebbr.def,http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/denguebbr.def
Epidemiologia e Morbidade - Doenças e Agravos de Notificação – 2007 em diante (SINAN) - http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/difteribr.def,http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/difteribr.def
Epidemiologia e Morbidade - Doenças e Agravos de Notificação – 2007 em diante (SINAN) - http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/chagasbr.def,http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/chagasbr.def
Epidemiologia e Morbidade - Doenças e Agravos de Notificação – 2007 em diante (SINAN) - http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/exantbr.def,http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/exantbr.def
